City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
278,Vetluzhskiy,RU,58.3902,45.4654,54.68,71,91,4.07,overcast clouds
279,Rozkishne,UA,48.5074,39.3004,66.06,62,58,4.94,broken clouds
280,Kaseda,JP,31.4167,130.3167,84.85,75,100,12.75,overcast clouds
281,Vanimo,PG,-2.6741,141.3028,83.46,63,58,4.09,broken clouds
282,Mehamn,NO,71.0357,27.8492,44.74,81,100,13.76,overcast clouds
283,Pyapon,MM,16.2833,95.6833,79.25,85,100,14.85,overcast clouds
284,Olafsvik,IS,64.8945,-23.7142,49.5,86,93,17.22,moderate rain
285,Bathsheba,BB,13.2167,-59.5167,80.8,83,100,11.77,overcast clouds
286,Macau,MO,22.2006,113.5461,90.72,74,20,4.61,few clouds
287,Lerwick,GB,60.1545,-1.1494,55.4,94,49,5.5,scattered clouds
288,Sidi Ali,DZ,36.0998,0.4206,73.98,49,16,9.66,few clouds
289,Praia Da Vitoria,PT,38.7333,-27.0667,69.76,86,41,11.54,scattered clouds
290,Gizo,SB,-8.103,156.8419,83.32,71,6,3.33,light rain
291,Fairbanks,US,64.8378,-147.7164,70.14,54,90,8.05,overcast clouds
292,Dalvik,IS,65.9702,-18.5286,51.46,72,18,8.08,few clouds
293,La Spezia,IT,44.1105,9.8434,77.07,83,95,1.01,overcast clouds
294,Bayan,CN,46.0833,127.4,83.46,66,100,14.29,overcast clouds
295,Bubaque,GW,11.2833,-15.8333,79.16,82,100,8.37,light rain
296,Mbanza-Ngungu,CD,-5.25,14.8667,64.65,83,45,4.16,scattered clouds
297,Kopavogur,IS,64.1123,-21.913,47.3,87,100,21.0,light rain
298,Rondonopolis,BR,-16.4708,-54.6356,71.31,40,5,2.71,clear sky
299,Svetlaya,RU,46.5389,138.3297,76.78,76,87,10.98,overcast clouds
300,Sitka,US,57.0531,-135.33,54.23,89,100,1.9,light rain
301,Aliwal North,ZA,-30.6937,26.7114,34.5,45,100,4.54,overcast clouds
302,Tiarei,PF,-17.5333,-149.3333,82.0,68,3,3.56,clear sky
303,Cururupu,BR,-1.8283,-44.8683,73.29,88,10,2.08,clear sky
304,Vrangel,RU,42.7297,133.0839,78.94,81,39,6.08,scattered clouds
305,Along,IN,28.1667,94.7667,78.1,98,100,0.45,overcast clouds
306,Codrington,AU,-38.2667,141.9667,57.09,85,98,18.66,overcast clouds
307,Hurghada,EG,27.2574,33.8129,83.26,45,0,12.5,clear sky
308,Nemuro,JP,43.3236,145.575,65.19,87,0,8.52,clear sky
309,Eldoret,KE,0.5204,35.2699,50.81,90,84,2.13,broken clouds
310,Khatanga,RU,71.9667,102.5,59.74,59,70,1.99,broken clouds
311,Norman Wells,CA,65.282,-126.8329,61.52,74,77,10.42,broken clouds
312,Namatanai,PG,-3.6667,152.4333,82.9,72,98,1.66,light rain
313,Yaan,NG,7.3833,8.5667,69.96,93,100,6.17,overcast clouds
314,Ucluelet,CA,48.9329,-125.5528,80.04,84,15,1.01,few clouds
315,Embu-Guacu,BR,-23.8534,-46.8396,67.51,39,0,4.76,clear sky
316,Bambous Virieux,MU,-20.3428,57.7575,69.64,61,9,11.05,clear sky
317,Brae,GB,60.3964,-1.353,55.31,93,11,4.99,few clouds
318,Djambala,CG,-2.5447,14.7533,66.07,73,19,4.36,few clouds
319,Grindavik,IS,63.8424,-22.4338,47.55,100,75,19.57,light intensity drizzle rain
320,Komsomolskiy,UZ,40.4272,71.7189,83.12,32,0,11.5,clear sky
321,Maragogi,BR,-9.0122,-35.2225,73.54,87,18,11.16,few clouds
322,Kuytun,RU,54.3419,101.5036,72.45,51,7,7.67,clear sky
323,Mumford,GH,5.2618,-0.759,73.9,85,63,9.75,broken clouds
324,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,75.79,61,0,6.71,clear sky
325,Luang Prabang,LA,19.8856,102.1347,75.83,99,100,1.1,overcast clouds
326,Knysna,ZA,-34.0363,23.0471,66.58,44,91,8.52,overcast clouds
327,Garzon,CO,2.1959,-75.6278,68.41,86,100,2.89,overcast clouds
328,Ayagoz,KZ,47.9714,80.4392,81.93,33,46,4.09,scattered clouds
329,Cockburn Town,TC,21.4612,-71.1419,82.13,83,100,16.49,overcast clouds
330,Pont-Saint-Esprit,FR,44.2549,4.6474,74.12,57,24,9.08,few clouds
331,Vila Franca Do Campo,PT,37.7167,-25.4333,68.41,86,57,7.52,broken clouds
332,Gadarwara,IN,22.9167,78.7833,75.83,87,100,14.5,overcast clouds
333,Alyangula,AU,-13.8483,136.4192,79.38,52,66,13.0,broken clouds
334,Chokurdakh,RU,70.6333,147.9167,54.23,43,39,8.72,scattered clouds
335,Talnakh,RU,69.4865,88.3972,59.67,89,99,3.47,overcast clouds
336,Faanui,PF,-16.4833,-151.75,78.06,67,48,8.75,scattered clouds
337,Iracoubo,GF,5.4802,-53.2011,76.68,88,100,6.24,overcast clouds
338,Tagusao,PH,9.1924,117.8141,86.0,72,100,13.56,overcast clouds
339,Makat,KZ,47.6469,53.3463,75.76,33,0,8.72,clear sky
340,Harper,LR,4.375,-7.7169,75.76,77,58,7.02,broken clouds
341,Yulara,AU,-25.2406,130.9889,69.64,21,0,8.05,clear sky
342,Huittinen,FI,61.1833,22.7,58.41,88,26,1.23,scattered clouds
343,Sergach,RU,55.5308,45.4661,57.33,56,76,5.64,broken clouds
344,Oppdal,NO,62.5943,9.6912,59.59,70,8,7.58,clear sky
345,Shizunai,JP,42.3339,142.3669,73.35,77,14,9.19,few clouds
346,Havoysund,NO,70.9963,24.6622,45.48,74,60,3.91,broken clouds
347,Ondangwa,NA,-17.9167,15.95,54.39,50,0,11.01,clear sky
348,Padang,ID,-0.9492,100.3543,84.25,68,16,0.74,few clouds
349,Lorengau,PG,-2.0226,147.2712,85.26,65,35,5.93,scattered clouds
350,Pascagoula,US,30.3658,-88.5561,84.06,94,1,0.0,clear sky
351,Coolum Beach,AU,-26.5333,153.1,71.33,37,61,5.86,broken clouds
352,Eureka,US,40.8021,-124.1637,56.25,86,100,1.01,overcast clouds
353,Coquimbo,CL,-29.9533,-71.3436,53.33,82,0,10.36,clear sky
354,Gigante,CO,2.3868,-75.5453,68.72,84,100,3.44,overcast clouds
355,Inongo,CD,-1.95,18.2667,69.15,56,39,6.44,scattered clouds
356,Nouakchott,MR,18.0858,-15.9785,76.93,82,7,17.2,clear sky
357,San Quintin,MX,30.4833,-115.95,68.52,82,100,7.94,overcast clouds
358,Pokaran,IN,26.9167,71.9167,84.49,67,95,15.93,heavy intensity rain
359,Narsaq,GL,60.9167,-46.05,46.62,62,100,1.34,overcast clouds
360,Evensk,RU,61.95,159.2333,49.42,99,100,8.84,light rain
361,Canalete,CO,8.6761,-76.2042,72.73,93,100,2.06,overcast clouds
362,Magalia,US,39.8121,-121.5783,91.22,14,79,8.48,broken clouds
363,Pisco,PE,-13.7,-76.2167,62.65,77,1,6.91,clear sky
364,Poum,NC,-20.2333,164.0167,73.18,70,25,22.15,scattered clouds
365,Siparia,TT,10.1333,-61.5,79.79,95,100,8.75,overcast clouds
366,Manaus,BR,-3.1019,-60.025,82.89,74,0,4.61,clear sky
367,Kassala,SD,15.451,36.4,75.13,85,100,11.12,overcast clouds
368,Karacabey,TR,40.2152,28.4038,75.58,88,0,4.36,clear sky
369,Boa Vista,BR,2.8197,-60.6733,76.98,88,75,3.44,broken clouds
370,Ketchikan,US,55.3422,-131.6461,57.51,87,97,1.21,light rain
371,Zamania,IN,25.4333,83.5667,85.03,69,100,10.96,light rain
372,Porto Santo,PT,33.072,-16.3415,74.3,88,75,9.22,broken clouds
373,Najran,SA,17.4924,44.1277,80.82,51,97,5.48,overcast clouds
374,Pedro Ii,BR,-4.4247,-41.4586,69.28,53,38,2.04,scattered clouds
375,Trapani,IT,37.8333,12.6667,79.9,46,38,6.2,scattered clouds
376,Burnie,AU,-41.0667,145.9167,53.85,87,100,16.02,light rain
377,Porirua,NZ,-41.1333,174.85,55.85,83,99,19.91,overcast clouds
378,Haileybury,CA,47.449,-79.6373,66.94,66,65,5.23,broken clouds
379,Kulhudhuffushi,MV,6.6221,73.07,82.17,76,91,16.53,overcast clouds
380,Mahon,ES,39.8885,4.2658,70.36,83,0,5.75,clear sky
381,Ola,RU,59.5833,151.2833,56.17,95,100,4.63,light rain
382,Sucevita,RO,47.7833,25.7167,62.44,87,33,5.28,scattered clouds
383,Betanzos,ES,43.2804,-8.2147,64.76,91,90,0.0,overcast clouds
384,Ancud,CL,-41.8697,-73.8203,38.73,79,7,7.16,clear sky
385,Hami,CN,42.8,93.45,90.48,15,6,10.04,clear sky
386,Makakilo City,US,21.3469,-158.0858,86.32,64,90,12.66,overcast clouds
387,Nizhneangarsk,RU,55.7833,109.55,62.33,58,32,3.27,scattered clouds
388,Mont-De-Marsan,FR,44.0,-0.6667,63.1,94,99,2.3,overcast clouds
389,Kisanga,TZ,-7.4362,37.7034,62.94,54,29,5.12,scattered clouds
390,Ragandang,PH,6.6639,124.1206,85.62,67,99,4.83,overcast clouds
391,Kidderminster,GB,52.3882,-2.25,61.84,91,56,5.08,broken clouds
392,Rawson,AR,-43.3002,-65.1023,43.16,50,0,12.8,clear sky
393,Dryden,CA,49.7833,-92.7503,68.79,51,81,4.36,broken clouds
394,Chepareria,KE,1.3077,35.2039,58.32,81,100,4.07,overcast clouds
395,San Matias,BO,-16.3667,-58.4,77.63,38,3,5.3,clear sky
396,Chicama,PE,-7.8447,-79.1469,63.14,86,18,5.7,few clouds
397,Semirom,IR,31.4167,51.5667,66.54,23,2,6.08,clear sky
398,Tabuk,PH,17.4189,121.4443,82.51,73,100,3.2,overcast clouds
399,Poshekhonye,RU,58.4993,39.1353,58.44,83,69,5.77,broken clouds
400,Balakhninskiy,RU,58.0106,114.2769,74.98,43,0,4.52,clear sky
401,Phan Thiet,VN,10.9333,108.1,84.45,68,44,14.38,scattered clouds
402,Lashio,MM,22.9333,97.75,73.47,87,88,0.6,overcast clouds
403,Hofn,IS,64.2539,-15.2082,51.3,89,20,11.65,few clouds
404,Tongling,CN,30.95,117.7833,79.74,91,100,18.61,light rain
405,Lodja,CD,-3.4833,23.4333,70.57,43,65,3.96,broken clouds
406,Tazovskiy,RU,67.4667,78.7,50.86,73,100,6.8,overcast clouds
407,Hobyo,SO,5.3505,48.5268,75.56,75,82,23.49,broken clouds
408,Ixtapa,MX,20.7,-105.2,85.23,79,75,0.0,broken clouds
409,Viedma,AR,-40.8135,-62.9967,47.32,53,100,9.4,overcast clouds
410,Nova Serrana,BR,-19.8761,-44.9836,56.5,50,0,2.73,clear sky
411,Khani,GE,41.9563,42.9566,58.57,89,41,3.02,scattered clouds
412,Kankon,IN,15.0167,74.0167,79.45,86,100,13.51,overcast clouds
413,Kasongo,CD,-4.45,26.6667,70.74,49,89,7.07,overcast clouds
414,Daura,NG,11.5538,11.4085,74.66,81,100,8.59,light rain
415,Yar-Sale,RU,66.8333,70.8333,51.69,68,89,6.26,overcast clouds
416,Bandarbeyla,SO,9.4942,50.8122,76.57,79,80,23.89,broken clouds
417,Huarmey,PE,-10.0681,-78.1522,64.92,87,1,9.71,clear sky
418,Dobric,RS,44.7019,19.5814,78.85,62,88,2.93,light rain
419,Wanxian,CN,30.8039,108.3897,86.72,71,0,2.15,clear sky
420,Buenos Aires,AR,-34.6132,-58.3772,55.94,90,1,5.91,clear sky
421,Grand Gaube,MU,-20.0064,57.6608,71.53,58,0,15.5,clear sky
422,Nouadhibou,MR,20.931,-17.0347,68.27,89,14,22.77,few clouds
423,Tyrma,RU,50.0833,132.1667,68.0,99,100,3.38,heavy intensity rain
424,Abha,SA,18.2164,42.5053,62.85,94,0,0.0,clear sky
425,Abu Samrah,SY,35.3029,37.1841,77.36,58,0,5.1,clear sky
426,Tondano,ID,1.3038,124.9112,82.49,70,86,5.95,overcast clouds
427,Rovaniemi,FI,66.5,25.7167,58.41,82,0,4.61,clear sky
428,Dawson Creek,CA,55.7666,-120.2362,68.81,45,59,9.44,broken clouds
429,Lamar,US,33.6668,-95.5836,86.52,67,1,6.91,clear sky
430,Durango,MX,24.8333,-104.8333,73.9,31,61,10.69,broken clouds
431,Xingyi,CN,24.1877,102.817,61.66,91,100,0.81,overcast clouds
432,Astoria,US,46.1879,-123.8313,77.7,80,20,1.01,few clouds
433,Jennings,US,38.7192,-90.2604,81.37,78,1,3.44,clear sky
434,La Ronge,CA,55.1001,-105.2842,62.82,82,75,5.75,broken clouds
435,Copiapo,CL,-27.3667,-70.3333,51.49,70,0,1.16,clear sky
436,Three Hills,CA,51.7001,-113.2686,78.62,54,16,7.76,few clouds
437,South River,US,40.4465,-74.386,81.12,84,27,1.01,scattered clouds
438,Starodub,RU,52.5844,32.7633,58.14,89,4,6.46,clear sky
439,Olavarria,AR,-36.8927,-60.3225,43.56,63,95,6.69,overcast clouds
440,Merauke,ID,-8.4667,140.3333,81.61,64,95,10.38,overcast clouds
441,Kastamonu,TR,41.5,33.6667,54.48,93,82,2.46,broken clouds
442,Vila Do Maio,CV,15.1333,-23.2167,75.88,73,87,8.3,overcast clouds
443,Tutoia,BR,-2.7619,-42.2744,77.4,81,4,7.92,clear sky
444,Port-Gentil,GA,-0.7193,8.7815,75.33,81,100,7.52,overcast clouds
445,Beringovskiy,RU,63.05,179.3167,50.09,92,99,6.22,overcast clouds
446,Baykit,RU,61.67,96.37,81.43,45,72,4.54,broken clouds
447,Lovozero,RU,68.005,35.0117,44.56,75,100,15.79,overcast clouds
448,Bowen,AU,-20.0167,148.2333,72.28,39,41,11.77,scattered clouds
449,Coahuayana,MX,18.7333,-103.6833,81.88,86,29,3.02,scattered clouds
450,Nokaneng,BW,-19.6667,22.2667,47.07,60,0,8.75,clear sky
451,Cabo San Lucas,MX,22.8909,-109.9124,92.52,69,1,8.01,clear sky
452,Meadow Lake,US,34.8014,-106.5436,79.3,51,100,9.78,overcast clouds
453,Anadyr,RU,64.75,177.4833,55.9,87,40,13.0,scattered clouds
454,Pangoa,PE,-12.1167,-73.0,70.16,76,11,2.66,few clouds
455,Timra,SE,62.487,17.3257,58.68,96,8,3.44,fog
456,Vershino-Darasunskiy,RU,52.35,115.5167,54.72,93,100,4.16,overcast clouds
457,Chapais,CA,49.7834,-74.8492,53.38,90,73,4.5,broken clouds
458,Hosakote,IN,14.2769,77.1699,73.72,77,33,18.28,scattered clouds
459,Nesbyen,NO,60.5681,9.1027,63.01,83,95,1.92,overcast clouds
460,Labuhan,ID,-6.8844,112.2051,81.05,64,3,5.5,clear sky
461,Pitkyaranta,RU,61.5734,31.4792,58.42,91,90,5.26,overcast clouds
462,Lapeer,US,43.0514,-83.3188,79.25,94,40,0.0,scattered clouds
463,Tura,IN,25.5198,90.2201,79.52,88,100,4.32,overcast clouds
464,Pacific Grove,US,36.6177,-121.9166,80.29,86,75,4.0,broken clouds
465,Zhigalovo,RU,54.8097,105.1578,77.14,44,40,2.57,scattered clouds
466,Bacabal,BR,-4.2917,-44.7917,74.03,59,87,3.04,overcast clouds
467,Kant,IN,27.8,79.8,85.75,71,100,7.29,overcast clouds
468,Muroto,JP,33.2833,134.15,79.9,78,6,6.73,clear sky
469,Kattivakkam,IN,13.2167,80.3167,84.29,63,100,15.19,overcast clouds
470,Saint Pete Beach,US,27.7253,-82.7412,87.17,70,75,1.99,thunderstorm
471,Santa Maria,BR,-29.6842,-53.8069,69.57,71,99,1.92,light rain
472,Dublin,US,37.7021,-121.9358,89.08,49,1,8.01,clear sky
473,Xiamen,CN,24.4798,118.0819,87.51,65,98,9.46,overcast clouds
474,La Rioja,ES,42.25,-2.5,58.78,85,100,3.31,overcast clouds
475,Kango,GA,0.1943,10.0951,71.73,94,69,1.66,broken clouds
476,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,77.14,36,7,4.94,clear sky
477,Mount Gambier,AU,-37.8333,140.7667,57.11,88,75,17.27,light rain
478,Rocha,UY,-34.4833,-54.3333,57.06,94,86,9.6,overcast clouds
479,Sapucai,PY,-25.6667,-56.9167,74.55,44,100,3.98,overcast clouds
480,Puerto Escondido,MX,15.85,-97.0667,85.03,65,90,0.0,overcast clouds
481,Grants,US,35.1473,-107.8514,64.63,82,1,8.05,clear sky
482,Srednekolymsk,RU,67.45,153.6833,57.38,39,63,15.37,broken clouds
483,Beyneu,KZ,45.3167,55.2,81.5,25,21,11.81,few clouds
484,Sebring,US,27.4956,-81.4409,82.35,88,90,3.0,overcast clouds
485,Tessalit,ML,20.1986,1.0114,91.78,32,88,8.55,overcast clouds
486,Sindor,RU,62.8629,51.8905,50.56,86,81,3.51,broken clouds
487,Port Augusta,AU,-32.5,137.7667,62.74,39,7,17.22,clear sky
488,Lata,PT,40.1629,-8.3327,66.04,97,98,2.95,overcast clouds
489,Pinyug,RU,60.251,47.7842,54.7,71,100,6.22,overcast clouds
490,Iqaluit,CA,63.7506,-68.5145,49.69,81,100,5.99,overcast clouds
491,Dwarka,IN,22.2394,68.9678,81.9,85,100,23.96,overcast clouds
492,Kalabo,ZM,-14.97,22.6814,49.82,64,2,7.0,clear sky
493,De Aar,ZA,-30.6497,24.0123,37.56,33,18,6.04,few clouds
494,Tual,ID,-5.6667,132.75,79.84,79,85,22.73,overcast clouds
495,Henties Bay,NA,-22.116,14.2845,73.02,33,35,22.46,scattered clouds
496,Kodinsk,RU,58.6881,99.1844,80.04,44,100,4.03,overcast clouds
497,Muzhi,RU,65.3667,64.6667,51.39,71,89,1.97,overcast clouds
498,Nanortalik,GL,60.1432,-45.2371,44.15,75,91,11.12,overcast clouds
499,Tupaciguara,BR,-18.5922,-48.705,61.14,49,0,5.59,clear sky
500,Bandar-E Lengeh,IR,26.5579,54.8807,90.68,71,61,7.92,broken clouds
501,Puerto Carreno,CO,6.189,-67.4859,78.17,83,100,2.93,overcast clouds
502,San Patricio,US,28.017,-97.5169,84.29,73,3,9.64,clear sky
503,Kismayo,SO,-0.3582,42.5454,74.98,78,88,21.74,light rain
504,San Gavino Monreale,IT,39.5514,8.7917,80.33,56,100,10.49,overcast clouds
505,Salalah,OM,17.0151,54.0924,78.89,83,75,5.75,broken clouds
506,Methoni,GR,36.8197,21.7049,76.21,73,0,6.15,clear sky
507,Hualmay,PE,-11.0964,-77.6139,63.39,85,12,9.71,few clouds
508,Agadir,MA,30.4202,-9.5982,66.65,79,0,4.5,clear sky
509,General Roca,AR,-39.0333,-67.5833,45.0,71,58,9.24,light rain
510,Varnavino,RU,57.4035,45.0916,56.19,65,95,3.74,overcast clouds
511,Jacareacanga,BR,-6.2222,-57.7528,75.52,52,12,1.72,few clouds
512,Hailey,US,43.5196,-114.3153,86.9,35,1,4.61,smoke
513,Le Pradet,FR,43.1066,6.0172,73.63,73,0,4.61,clear sky
514,Aykhal,RU,66.0,111.5,79.52,46,11,12.28,few clouds
515,Karpogory,RU,64.0019,44.4451,46.65,93,94,3.27,overcast clouds
516,Carauari,BR,-4.8828,-66.8958,76.55,72,35,2.44,scattered clouds
517,Carutapera,BR,-1.195,-46.02,75.83,87,13,4.99,few clouds
518,College,US,64.8569,-147.8028,72.0,53,75,3.44,broken clouds
519,Ypsonas,CY,34.6884,32.9574,79.0,88,0,4.61,clear sky
520,Hovd,MN,48.0056,91.6419,68.92,48,23,3.85,few clouds
521,Port Macquarie,AU,-31.4333,152.9167,66.88,36,0,3.09,clear sky
522,Manggar,ID,-2.8833,108.2667,84.0,68,10,14.7,clear sky
523,Marsa Matruh,EG,31.3525,27.2453,75.97,68,0,6.8,clear sky
524,Barabash,RU,43.2,131.4833,82.08,60,95,9.06,overcast clouds
525,Rize,TR,40.9044,40.8949,53.8,77,12,3.6,few clouds
526,Joensuu,FI,62.6012,29.7632,57.69,89,0,4.61,clear sky
527,Ambovombe,MG,-25.1667,46.0833,61.07,73,9,12.93,light rain
528,Nurota,UZ,40.5614,65.6886,87.89,19,0,14.47,clear sky
529,Malindi,KE,-3.2175,40.1191,75.15,75,51,21.52,broken clouds
530,Westport,US,41.1415,-73.3579,77.99,92,90,3.0,overcast clouds
531,Waitara,NZ,-38.925,174.25,57.72,89,65,14.45,broken clouds
532,Saint Anthony,US,45.0205,-93.218,84.92,46,1,4.61,clear sky
533,Nabire,ID,-3.3667,135.4833,87.64,58,27,3.58,scattered clouds
534,Sur,OM,22.5667,59.5289,89.85,58,93,8.86,overcast clouds
535,Sembakung,ID,3.8167,117.25,78.73,68,100,2.37,overcast clouds
536,Balakhta,RU,55.38,91.6,69.94,81,100,2.01,overcast clouds
537,Khor,RU,47.8861,134.9464,87.78,52,100,7.65,overcast clouds
538,Largs,GB,55.7963,-4.8634,59.45,80,100,1.01,overcast clouds
539,Kabwe,ZM,-14.4469,28.4464,46.89,74,0,8.7,clear sky
540,Virginia Beach,US,36.8529,-75.978,82.99,75,75,10.36,broken clouds
541,Pemberton,CA,50.3164,-122.8027,82.04,42,39,6.69,scattered clouds
542,Parede,PT,38.6928,-9.3541,69.3,82,42,1.01,scattered clouds
543,Miri,MY,4.4148,114.0089,81.57,88,95,2.42,overcast clouds
544,Moroni,KM,-11.7022,43.2551,73.85,77,29,16.6,light rain
545,Manaure,CO,11.7751,-72.4445,79.3,86,100,7.02,overcast clouds
546,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,73.96,87,32,11.07,scattered clouds
547,Ust-Nera,RU,64.5667,143.2,52.23,89,100,4.63,overcast clouds
548,Spassk-Ryazanskiy,RU,54.4072,40.3806,57.11,61,45,4.47,scattered clouds
549,Telma,RU,52.6983,103.7097,69.01,45,1,7.7,clear sky
550,Port Blair,IN,11.6667,92.75,83.35,82,89,19.24,overcast clouds
551,Kailua,US,21.4022,-157.7394,87.78,70,75,11.5,broken clouds
552,Behshahr,IR,36.6923,53.5526,80.53,80,99,6.26,overcast clouds
553,Dicabisagan,PH,17.0818,122.4157,88.14,61,100,2.28,overcast clouds
554,Ambon,ID,-3.6954,128.1814,87.94,66,40,4.61,scattered clouds
